路線ID,駅ID,方面ID,日区分,時,分
1,112,1,1,16時,51
1,112,1,1,16時,56
1,112,1,1,17時,01
1,112,1,1,17時,06
1,112,1,1,17時,11
1,112,1,1,17時,17
1,112,1,1,17時,22
1,112,1,1,17時,27
1,112,1,1,17時,32
1,112,1,1,17時,37
1,112,1,1,17時,42
1,112,1,1,17時,47
1,112,1,1,17時,53
1,112,1,1,17時,58
1,112,1,1,18時,03
1,112,1,1,18時,08
1,112,1,1,18時,13
1,112,1,1,18時,18
1,112,1,1,18時,24
1,112,1,1,18時,29
1,112,1,1,18時,34
1,112,1,1,18時,39
1,112,1,1,18時,44
1,112,1,1,18時,49
1,112,1,1,18時,54
1,112,1,1,18時,59
1,112,1,1,19時,04
1,112,1,1,19時,10
1,112,1,1,19時,15
1,112,1,1,19時,22
1,112,1,1,19時,30
1,112,1,1,19時,37
1,112,1,1,19時,45
1,112,1,1,19時,53
1,112,1,1,20時,01
1,112,1,1,20時,09
1,112,1,1,20時,17
1,112,1,1,20時,25
1,112,1,1,20時,34
1,112,1,1,20時,42
1,112,1,1,20時,50
1,112,1,1,20時,58
1,112,1,1,21時,06
1,112,1,1,21時,14
1,112,1,1,21時,22
1,112,1,1,21時,30
1,112,1,1,21時,38
1,112,1,1,21時,46
1,112,1,1,21時,54
1,112,1,1,22時,02
1,112,1,1,22時,10
1,112,1,1,22時,18
1,112,1,1,22時,26
1,112,1,1,22時,35
1,112,1,1,22時,43
1,112,1,1,22時,52
1,112,1,1,23時,00
1,112,1,1,23時,07
1,112,1,1,23時,15
1,112,1,1,23時,23
1,112,1,1,23時,32
1,112,1,1,23時,41
1,112,1,1,23時,50
1,112,1,1,23時,59
1,112,1,1,0時,08
1,112,1,2,6時,08
1,112,1,2,6時,18
1,112,1,2,6時,28
1,112,1,2,6時,38
1,112,1,2,6時,46
1,112,1,2,6時,53
1,112,1,2,7時,00
1,112,1,2,7時,07
1,112,1,2,7時,13
1,112,1,2,7時,19
1,112,1,2,7時,25
1,112,1,2,7時,31
1,112,1,2,7時,37
1,112,1,2,7時,43
1,112,1,2,7時,48
1,112,1,2,7時,53
1,112,1,2,7時,59
1,112,1,2,8時,05
1,112,1,2,8時,11
1,112,1,2,8時,17
1,112,1,2,8時,23
1,112,1,2,8時,29
1,112,1,2,8時,35
1,112,1,2,8時,41
1,112,1,2,8時,47
1,112,1,2,8時,54
1,112,1,2,9時,00
1,112,1,2,9時,08
1,112,1,2,9時,15
1,112,1,2,9時,22
1,112,1,2,9時,29
1,112,1,2,9時,36
1,112,1,2,9時,43
1,112,1,2,9時,51
1,112,1,2,9時,57
1,112,1,2,10時,04
1,112,1,2,10時,11
1,112,1,2,10時,18
1,112,1,2,10時,25
1,112,1,2,10時,32
1,112,1,2,10時,39
1,112,1,2,10時,46
1,112,1,2,10時,53
1,112,1,2,11時,00
1,112,1,2,11時,07
1,112,1,2,11時,14
1,112,1,2,11時,21
1,112,1,2,11時,28
1,112,1,2,11時,35
1,112,1,2,11時,42
1,112,1,2,11時,49
1,112,1,2,11時,56
1,112,1,2,12時,03
1,112,1,2,12時,10
1,112,1,2,12時,17
1,112,1,2,12時,24
1,112,1,2,12時,31
1,112,1,2,12時,38
1,112,1,2,12時,45
1,112,1,2,12時,52
1,112,1,2,12時,59
1,112,1,2,13時,06
1,112,1,2,13時,13
1,112,1,2,13時,20
1,112,1,2,13時,27
1,112,1,2,13時,34
1,112,1,2,13時,41
1,112,1,2,13時,48
1,112,1,2,13時,55
1,112,1,2,14時,02
1,112,1,2,14時,09
1,112,1,2,14時,16
1,112,1,2,14時,23
1,112,1,2,14時,30
1,112,1,2,14時,37
1,112,1,2,14時,44
1,112,1,2,14時,51
1,112,1,2,14時,58
1,112,1,2,15時,05
1,112,1,2,15時,12
1,112,1,2,15時,19
1,112,1,2,15時,26
1,112,1,2,15時,33
1,112,1,2,15時,40
1,112,1,2,15時,47
1,112,1,2,15時,54
1,112,1,2,16時,01
1,112,1,2,16時,08
1,112,1,2,16時,15
1,112,1,2,16時,22
1,112,1,2,16時,29
1,112,1,2,16時,36
1,112,1,2,16時,43
1,112,1,2,16時,50
1,112,1,2,16時,57
1,112,1,2,17時,04
1,112,1,2,17時,11
1,112,1,2,17時,18
1,112,1,2,17時,25
1,112,1,2,17時,32
1,112,1,2,17時,39
1,112,1,2,17時,46
1,112,1,2,17時,53
1,112,1,2,18時,00
1,112,1,2,18時,07
1,112,1,2,18時,14
1,112,1,2,18時,21
1,112,1,2,18時,28
1,112,1,2,18時,35
1,112,1,2,18時,42
1,112,1,2,18時,49
1,112,1,2,18時,56
1,112,1,2,19時,04
1,112,1,2,19時,12
1,112,1,2,19時,20
1,112,1,2,19時,29
1,112,1,2,19時,37
1,112,1,2,19時,45
1,112,1,2,19時,54
1,112,1,2,20時,02
1,112,1,2,20時,10
1,112,1,2,20時,17
1,112,1,2,20時,26
1,112,1,2,20時,34
1,112,1,2,20時,42
1,112,1,2,20時,50
1,112,1,2,20時,58
1,112,1,2,21時,06
1,112,1,2,21時,14
1,112,1,2,21時,22
1,112,1,2,21時,30
1,112,1,2,21時,38
1,112,1,2,21時,46
1,112,1,2,21時,54
1,112,1,2,22時,02
1,112,1,2,22時,10
1,112,1,2,22時,18
1,112,1,2,22時,26
1,112,1,2,22時,35
1,112,1,2,22時,43
1,112,1,2,22時,52
1,112,1,2,23時,00
1,112,1,2,23時,07
1,112,1,2,23時,15
1,112,1,2,23時,23
1,112,1,2,23時,32
1,112,1,2,23時,41
1,112,1,2,23時,50
1,112,1,2,23時,59
1,112,1,2,0時,08
1,113,2,1,6時,20
1,113,2,1,6時,30
1,113,2,1,6時,40
1,113,2,1,6時,50
1,113,2,1,6時,59
1,113,2,1,7時,08
1,113,2,1,7時,17
1,113,2,1,7時,26
1,113,2,1,7時,34
1,113,2,1,7時,41
1,113,2,1,7時,49
1,113,2,1,7時,53
1,113,2,1,7時,57
1,113,2,1,8時,02
1,113,2,1,8時,06
1,113,2,1,8時,10
1,113,2,1,8時,14
1,113,2,1,8時,19
1,113,2,1,8時,23
1,113,2,1,8時,27
1,113,2,1,8時,31
1,113,2,1,8時,36
1,113,2,1,8時,40
1,113,2,1,8時,44
1,113,2,1,8時,48
1,113,2,1,8時,52
1,113,2,1,8時,56
1,113,2,1,9時,00
1,113,2,1,9時,04
1,113,2,1,9時,08※1
1,113,2,1,9時,12
1,113,2,1,9時,16
1,113,2,1,9時,20※1
1,113,2,1,9時,25
1,113,2,1,9時,29※1
1,113,2,1,9時,33
1,113,2,1,9時,37
1,113,2,1,9時,41
1,113,2,1,9時,45※1
1,113,2,1,9時,49
1,113,2,1,9時,53※1
1,113,2,1,9時,57
1,113,2,1,10時,02
1,113,2,1,10時,09
1,113,2,1,10時,16
1,113,2,1,10時,23
1,113,2,1,10時,30
1,113,2,1,10時,37
1,113,2,1,10時,44
1,113,2,1,10時,51
1,113,2,1,10時,58
1,113,2,1,11時,05
1,113,2,1,11時,12
1,113,2,1,11時,19
1,113,2,1,11時,26
1,113,2,1,11時,33
1,113,2,1,11時,40
1,113,2,1,11時,47
1,113,2,1,11時,54
1,113,2,1,12時,01
1,113,2,1,12時,08
1,113,2,1,12時,15
1,113,2,1,12時,22
1,113,2,1,12時,29
1,113,2,1,12時,36
1,113,2,1,12時,43
1,113,2,1,12時,50
1,113,2,1,12時,57
1,113,2,1,13時,04
1,113,2,1,13時,11
1,113,2,1,13時,18
1,113,2,1,13時,25
1,113,2,1,13時,32
1,113,2,1,13時,39
1,113,2,1,13時,46
1,113,2,1,13時,53
1,113,2,1,14時,00
1,113,2,1,14時,07
1,113,2,1,14時,14
1,113,2,1,14時,21
1,113,2,1,14時,28
1,113,2,1,14時,35
1,113,2,1,14時,42
1,113,2,1,14時,49
1,113,2,1,14時,56
1,113,2,1,15時,03
1,113,2,1,15時,10
1,113,2,1,15時,17
1,113,2,1,15時,24
1,113,2,1,15時,31
1,113,2,1,15時,38
1,113,2,1,15時,45
1,113,2,1,15時,52
1,113,2,1,15時,59
1,113,2,1,16時,06
1,113,2,1,16時,13
1,113,2,1,16時,21
1,113,2,1,16時,28
1,113,2,1,16時,35
1,113,2,1,16時,42
1,113,2,1,16時,49
1,113,2,1,16時,55
1,113,2,1,17時,00
1,113,2,1,17時,05
1,113,2,1,17時,10
1,113,2,1,17時,15
1,113,2,1,17時,20
1,113,2,1,17時,26
1,113,2,1,17時,31
1,113,2,1,17時,36
1,113,2,1,17時,41
1,113,2,1,17時,46
1,113,2,1,17時,51
1,113,2,1,17時,56
1,113,2,1,18時,02
1,113,2,1,18時,07
1,113,2,1,18時,12
1,113,2,1,18時,17
1,113,2,1,18時,22
1,113,2,1,18時,27
1,113,2,1,18時,33
1,113,2,1,18時,38
1,113,2,1,18時,43
1,113,2,1,18時,48
1,113,2,1,18時,53
1,113,2,1,18時,58
1,113,2,1,19時,03
1,113,2,1,19時,08
1,113,2,1,19時,13
1,113,2,1,19時,19
1,113,2,1,19時,24
1,113,2,1,19時,29
1,113,2,1,19時,34
1,113,2,1,19時,40
1,113,2,1,19時,45
1,113,2,1,19時,50
1,113,2,1,19時,56
1,113,2,1,20時,01
1,113,2,1,20時,06
1,113,2,1,20時,13
1,113,2,1,20時,22
1,113,2,1,20時,30
1,113,2,1,20時,38
1,113,2,1,20時,46
1,113,2,1,20時,54
1,113,2,1,21時,02
1,113,2,1,21時,10
1,113,2,1,21時,18
1,113,2,1,21時,26
1,113,2,1,21時,34
1,113,2,1,21時,42
1,113,2,1,21時,50
1,113,2,1,21時,58
1,113,2,1,22時,06
1,113,2,1,22時,14
1,113,2,1,22時,22
1,113,2,1,22時,30
1,113,2,1,22時,38
1,113,2,1,22時,47
1,113,2,1,22時,55
1,113,2,1,23時,03
1,113,2,1,23時,11
1,113,2,1,23時,19
1,113,2,1,23時,28
1,113,2,1,23時,37
1,113,2,1,23時,46
1,113,2,1,23時,55
1,113,2,1,0時,03
1,113,2,1,0時,11
1,113,2,1,0時,20
1,113,2,2,6時,20
1,113,2,2,6時,30
1,113,2,2,6時,40
1,113,2,2,6時,50
1,113,2,2,7時,00
1,113,2,2,7時,09
1,113,2,2,7時,17
1,113,2,2,7時,25
1,113,2,2,7時,32
1,113,2,2,7時,40
1,113,2,2,7時,46
1,113,2,2,7時,53
1,113,2,2,7時,59
1,113,2,2,8時,05
1,113,2,2,8時,11
1,113,2,2,8時,17
1,113,2,2,8時,23
1,113,2,2,8時,29
1,113,2,2,8時,35
1,113,2,2,8時,41
1,113,2,2,8時,47
1,113,2,2,8時,52
1,113,2,2,8時,58
1,113,2,2,9時,04
1,113,2,2,9時,10
1,113,2,2,9時,16
1,113,2,2,9時,23
1,113,2,2,9時,30
1,113,2,2,9時,35
1,113,2,2,9時,41
1,113,2,2,9時,48
1,113,2,2,9時,55
1,113,2,2,10時,02
1,113,2,2,10時,09
1,113,2,2,10時,16
1,113,2,2,10時,23
1,113,2,2,10時,30
1,113,2,2,10時,37
1,113,2,2,10時,44
1,113,2,2,10時,51
1,113,2,2,10時,58
1,113,2,2,11時,05
1,113,2,2,11時,12
1,113,2,2,11時,19
1,113,2,2,11時,26
1,113,2,2,11時,33
1,113,2,2,11時,40
1,113,2,2,11時,47
1,113,2,2,11時,54
1,113,2,2,12時,01
1,113,2,2,12時,08
1,113,2,2,12時,15
1,113,2,2,12時,22
1,113,2,2,12時,29
1,113,2,2,12時,36
1,113,2,2,12時,43
1,113,2,2,12時,50
1,113,2,2,12時,57
1,113,2,2,13時,04
1,113,2,2,13時,11
1,113,2,2,13時,18
1,113,2,2,13時,25
1,113,2,2,13時,32
1,113,2,2,13時,39
1,113,2,2,13時,46
1,113,2,2,13時,53
1,113,2,2,14時,00
1,113,2,2,14時,07
1,113,2,2,14時,14
1,113,2,2,14時,21
1,113,2,2,14時,28
1,113,2,2,14時,35
1,113,2,2,14時,42
1,113,2,2,14時,49
1,113,2,2,14時,56
1,113,2,2,15時,03
1,113,2,2,15時,10
1,113,2,2,15時,17
1,113,2,2,15時,24
1,113,2,2,15時,31
1,113,2,2,15時,38
1,113,2,2,15時,45
1,113,2,2,15時,52
1,113,2,2,15時,59
1,113,2,2,16時,06
1,113,2,2,16時,13
1,113,2,2,16時,20
1,113,2,2,16時,27
1,113,2,2,16時,34
1,113,2,2,16時,41
1,113,2,2,16時,48
1,113,2,2,16時,55
1,113,2,2,17時,02
1,113,2,2,17時,09
1,113,2,2,17時,16
1,113,2,2,17時,23
1,113,2,2,17時,30
1,113,2,2,17時,37
1,113,2,2,17時,44
1,113,2,2,17時,51
1,113,2,2,17時,58
1,113,2,2,18時,05
1,113,2,2,18時,12
1,113,2,2,18時,19
1,113,2,2,18時,26
1,113,2,2,18時,33
1,113,2,2,18時,40
1,113,2,2,18時,47
1,113,2,2,18時,54
1,113,2,2,19時,01
1,113,2,2,19時,08
1,113,2,2,19時,17
1,113,2,2,19時,24
1,113,2,2,19時,32
1,113,2,2,19時,38
1,113,2,2,19時,44
1,113,2,2,19時,51
1,113,2,2,19時,57
1,113,2,2,20時,05
1,113,2,2,20時,14
1,113,2,2,20時,22
1,113,2,2,20時,30
1,113,2,2,20時,38
1,113,2,2,20時,46
1,113,2,2,20時,54
1,113,2,2,21時,02
1,113,2,2,21時,10
1,113,2,2,21時,18
1,113,2,2,21時,26
1,113,2,2,21時,34
1,113,2,2,21時,42
1,113,2,2,21時,50
1,113,2,2,21時,58
1,113,2,2,22時,06
1,113,2,2,22時,14
1,113,2,2,22時,22
1,113,2,2,22時,30
1,113,2,2,22時,38
1,113,2,2,22時,47
1,113,2,2,22時,55
1,113,2,2,23時,03
1,113,2,2,23時,11
1,113,2,2,23時,19
1,113,2,2,23時,28
1,113,2,2,23時,37
1,113,2,2,23時,46
1,113,2,2,23時,55
1,113,2,2,0時,03
1,113,2,2,0時,11
1,113,2,2,0時,20
1,113,1,1,6時,07
1,113,1,1,6時,17
1,113,1,1,6時,27
1,113,1,1,6時,37
1,113,1,1,6時,44
1,113,1,1,6時,52
1,113,1,1,6時,59
1,113,1,1,7時,05
1,113,1,1,7時,11
1,113,1,1,7時,15
1,113,1,1,7時,19
1,113,1,1,7時,23
1,113,1,1,7時,28
1,113,1,1,7時,32
1,113,1,1,7時,36
1,113,1,1,7時,40
1,113,1,1,7時,45
1,113,1,1,7時,49
1,113,1,1,7時,53
1,113,1,1,7時,57
1,113,1,1,8時,01
1,113,1,1,8時,05
1,113,1,1,8時,09
1,113,1,1,8時,14
1,113,1,1,8時,18
1,113,1,1,8時,22
1,113,1,1,8時,26
1,113,1,1,8時,30
1,113,1,1,8時,34
1,113,1,1,8時,38
1,113,1,1,8時,43
1,113,1,1,8時,47
1,113,1,1,8時,51
1,113,1,1,8時,55
1,113,1,1,8時,59
1,113,1,1,9時,03
1,113,1,1,9時,07
1,113,1,1,9時,11
1,113,1,1,9時,16
1,113,1,1,9時,21
1,113,1,1,9時,27
1,113,1,1,9時,34
1,113,1,1,9時,41
1,113,1,1,9時,48
1,113,1,1,9時,56
1,113,1,1,10時,03
1,113,1,1,10時,09
1,113,1,1,10時,17
1,113,1,1,10時,24
1,113,1,1,10時,31
1,113,1,1,10時,38
1,113,1,1,10時,45
1,113,1,1,10時,52
1,113,1,1,10時,59
1,113,1,1,11時,06
1,113,1,1,11時,13
1,113,1,1,11時,20
1,113,1,1,11時,27
1,113,1,1,11時,34
1,113,1,1,11時,41
1,113,1,1,11時,48
1,113,1,1,11時,55
1,113,1,1,12時,02
1,113,1,1,12時,09
1,113,1,1,12時,16
1,113,1,1,12時,23
1,113,1,1,12時,30
1,113,1,1,12時,37
1,113,1,1,12時,44
1,113,1,1,12時,51
1,113,1,1,12時,58
1,113,1,1,13時,05
1,113,1,1,13時,12
1,113,1,1,13時,19
1,113,1,1,13時,26
1,113,1,1,13時,33
1,113,1,1,13時,40
1,113,1,1,13時,47
1,113,1,1,13時,54
1,113,1,1,14時,01
1,113,1,1,14時,08
1,113,1,1,14時,15
1,113,1,1,14時,22
1,113,1,1,14時,29
1,113,1,1,14時,36
1,113,1,1,14時,43
1,113,1,1,14時,50
1,113,1,1,14時,57
1,113,1,1,15時,04
1,113,1,1,15時,11
1,113,1,1,15時,18
1,113,1,1,15時,25
1,113,1,1,15時,32
1,113,1,1,15時,39
1,113,1,1,15時,46
1,113,1,1,15時,53
1,113,1,1,16時,00
1,113,1,1,16時,07
1,113,1,1,16時,13
1,113,1,1,16時,18
1,113,1,1,16時,23
1,113,1,1,16時,28
1,113,1,1,16時,33
1,113,1,1,16時,38
1,113,1,1,16時,44
1,113,1,1,16時,49
1,113,1,1,16時,54
1,113,1,1,17時,00
1,113,1,1,17時,05
1,113,1,1,17時,10
1,113,1,1,17時,15
1,113,1,1,17時,20
1,113,1,1,17時,25
1,113,1,1,17時,30
1,113,1,1,17時,36
1,113,1,1,17時,41
1,113,1,1,17時,46
1,113,1,1,17時,51
1,113,1,1,17時,56
1,113,1,1,18時,01
1,113,1,1,18時,07
1,113,1,1,18時,12
1,113,1,1,18時,17
1,113,1,1,18時,22
1,113,1,1,18時,27
1,113,1,1,18時,32
1,113,1,1,18時,37
1,113,1,1,18時,42
1,113,1,1,18時,48
1,113,1,1,18時,53
1,113,1,1,18時,58
1,113,1,1,19時,03
1,113,1,1,19時,08
1,113,1,1,19時,14
1,113,1,1,19時,20
1,113,1,1,19時,28
1,113,1,1,19時,36
1,113,1,1,19時,44
1,113,1,1,19時,52
1,113,1,1,20時,00
1,113,1,1,20時,08
1,113,1,1,20時,16
1,113,1,1,20時,24
1,113,1,1,20時,32
1,113,1,1,20時,41
1,113,1,1,20時,49
1,113,1,1,20時,57
1,113,1,1,21時,05
1,113,1,1,21時,13
1,113,1,1,21時,21
1,113,1,1,21時,29
1,113,1,1,21時,37
1,113,1,1,21時,45
1,113,1,1,21時,53
1,113,1,1,22時,01
1,113,1,1,22時,09
1,113,1,1,22時,17
1,113,1,1,22時,25
1,113,1,1,22時,33
1,113,1,1,22時,42
1,113,1,1,22時,50
1,113,1,1,22時,59
1,113,1,1,23時,06
1,113,1,1,23時,14
1,113,1,1,23時,22
1,113,1,1,23時,30
1,113,1,1,23時,39
1,113,1,1,23時,49
1,113,1,1,23時,58
1,113,1,1,0時,07
1,113,1,2,6時,07
1,113,1,2,6時,17
1,113,1,2,6時,27
1,113,1,2,6時,37
1,113,1,2,6時,44
1,113,1,2,6時,52
1,113,1,2,6時,59
1,113,1,2,7時,05
1,113,1,2,7時,11
1,113,1,2,7時,17
1,113,1,2,7時,23
1,113,1,2,7時,29
1,113,1,2,7時,35
1,113,1,2,7時,41
1,113,1,2,7時,47
1,113,1,2,7時,52
1,113,1,2,7時,58
1,113,1,2,8時,04
1,113,1,2,8時,10
1,113,1,2,8時,16
1,113,1,2,8時,22
1,113,1,2,8時,28
1,113,1,2,8時,34
1,113,1,2,8時,40
1,113,1,2,8時,46
1,113,1,2,8時,52
1,113,1,2,8時,59
1,113,1,2,9時,06
1,113,1,2,9時,14
1,113,1,2,9時,21
1,113,1,2,9時,28
1,113,1,2,9時,35
1,113,1,2,9時,42
1,113,1,2,9時,49
1,113,1,2,9時,56
1,113,1,2,10時,03
1,113,1,2,10時,10
1,113,1,2,10時,17
1,113,1,2,10時,24
1,113,1,2,10時,31
1,113,1,2,10時,38
1,113,1,2,10時,45
1,113,1,2,10時,52
1,113,1,2,10時,59
1,113,1,2,11時,06
1,113,1,2,11時,13
1,113,1,2,11時,20
1,113,1,2,11時,27
1,113,1,2,11時,34
1,113,1,2,11時,41
1,113,1,2,11時,48
1,113,1,2,11時,55
1,113,1,2,12時,02
1,113,1,2,12時,09
1,113,1,2,12時,16
1,113,1,2,12時,23
1,113,1,2,12時,30
1,113,1,2,12時,37
1,113,1,2,12時,44
1,113,1,2,12時,51
1,113,1,2,12時,58
1,113,1,2,13時,05
1,113,1,2,13時,12
1,113,1,2,13時,19
1,113,1,2,13時,26
1,113,1,2,13時,33
1,113,1,2,13時,40
1,113,1,2,13時,47
1,113,1,2,13時,54
1,113,1,2,14時,01
1,113,1,2,14時,08
1,113,1,2,14時,15
1,113,1,2,14時,22
1,113,1,2,14時,29
1,113,1,2,14時,36
1,113,1,2,14時,43
1,113,1,2,14時,50
1,113,1,2,14時,57
1,113,1,2,15時,04
1,113,1,2,15時,11
1,113,1,2,15時,18
1,113,1,2,15時,25
1,113,1,2,15時,32
1,113,1,2,15時,39
1,113,1,2,15時,46
1,113,1,2,15時,53
1,113,1,2,16時,00
1,113,1,2,16時,07
1,113,1,2,16時,14
1,113,1,2,16時,21
1,113,1,2,16時,28
1,113,1,2,16時,35
1,113,1,2,16時,42
1,113,1,2,16時,49
1,113,1,2,16時,56
1,113,1,2,17時,03
1,113,1,2,17時,10
1,113,1,2,17時,17
1,113,1,2,17時,24
1,113,1,2,17時,31
1,113,1,2,17時,38
1,113,1,2,17時,45
1,113,1,2,17時,52
1,113,1,2,17時,59
1,113,1,2,18時,06
1,113,1,2,18時,13
1,113,1,2,18時,20
1,113,1,2,18時,27
1,113,1,2,18時,34
1,113,1,2,18時,41
1,113,1,2,18時,48
1,113,1,2,18時,55
1,113,1,2,19時,02
1,113,1,2,19時,10
1,113,1,2,19時,19
1,113,1,2,19時,27
1,113,1,2,19時,36
1,113,1,2,19時,44
1,113,1,2,19時,52
1,113,1,2,20時,00
1,113,1,2,20時,08
1,113,1,2,20時,16
1,113,1,2,20時,24
1,113,1,2,20時,33
1,113,1,2,20時,41
1,113,1,2,20時,49
1,113,1,2,20時,57
1,113,1,2,21時,05
1,113,1,2,21時,13
1,113,1,2,21時,21
1,113,1,2,21時,29
1,113,1,2,21時,37
1,113,1,2,21時,45
1,113,1,2,21時,53
1,113,1,2,22時,01
1,113,1,2,22時,09
1,113,1,2,22時,17
1,113,1,2,22時,25
1,113,1,2,22時,33
1,113,1,2,22時,42
1,113,1,2,22時,50
1,113,1,2,22時,59
1,113,1,2,23時,06
1,113,1,2,23時,14
1,113,1,2,23時,22
1,113,1,2,23時,30
1,113,1,2,23時,39
1,113,1,2,23時,49
1,113,1,2,23時,58
1,113,1,2,0時,07
1,114,2,1,6時,22
1,114,2,1,6時,32
1,114,2,1,6時,42
1,114,2,1,6時,52
1,114,2,1,7時,02
1,114,2,1,7時,11
1,114,2,1,7時,20
1,114,2,1,7時,28
1,114,2,1,7時,36
1,114,2,1,7時,44
1,114,2,1,7時,52
1,114,2,1,7時,56
1,114,2,1,8時,00
1,114,2,1,8時,04
1,114,2,1,8時,08
1,114,2,1,8時,13
1,114,2,1,8時,17
1,114,2,1,8時,21
1,114,2,1,8時,25
1,114,2,1,8時,30
1,114,2,1,8時,34
1,114,2,1,8時,38
1,114,2,1,8時,42
1,114,2,1,8時,46
1,114,2,1,8時,50
1,114,2,1,8時,54
1,114,2,1,8時,59
1,114,2,1,9時,03
1,114,2,1,9時,07
1,114,2,1,9時,11※1
1,114,2,1,9時,15
1,114,2,1,9時,19
1,114,2,1,9時,23※1
1,114,2,1,9時,27
1,114,2,1,9時,31※1
1,114,2,1,9時,35
1,114,2,1,9時,39
1,114,2,1,9時,43
1,114,2,1,9時,47※1
1,114,2,1,9時,51
1,114,2,1,9時,55※1
1,114,2,1,10時,00
1,114,2,1,10時,05
1,114,2,1,10時,12
1,114,2,1,10時,19
1,114,2,1,10時,26
1,114,2,1,10時,33
1,114,2,1,10時,40
1,114,2,1,10時,47
1,114,2,1,10時,54
1,114,2,1,11時,01
1,114,2,1,11時,08
1,114,2,1,11時,15
1,114,2,1,11時,22
1,114,2,1,11時,29
1,114,2,1,11時,36
1,114,2,1,11時,43
1,114,2,1,11時,50
1,114,2,1,11時,57
1,114,2,1,12時,04
1,114,2,1,12時,11
1,114,2,1,12時,18
1,114,2,1,12時,25
1,114,2,1,12時,32
1,114,2,1,12時,39
1,114,2,1,12時,46
1,114,2,1,12時,53
1,114,2,1,13時,00
1,114,2,1,13時,07
1,114,2,1,13時,14
1,114,2,1,13時,21
1,114,2,1,13時,28
1,114,2,1,13時,35
1,114,2,1,13時,42
1,114,2,1,13時,49
1,114,2,1,13時,56
1,114,2,1,14時,03
1,114,2,1,14時,10
1,114,2,1,14時,17
1,114,2,1,14時,24
1,114,2,1,14時,31
1,114,2,1,14時,38
1,114,2,1,14時,45
1,114,2,1,14時,52
1,114,2,1,14時,59
1,114,2,1,15時,06
1,114,2,1,15時,13
1,114,2,1,15時,20
1,114,2,1,15時,27
1,114,2,1,15時,34
1,114,2,1,15時,41
1,114,2,1,15時,48
1,114,2,1,15時,55
1,114,2,1,16時,01
1,114,2,1,16時,09
1,114,2,1,16時,16
1,114,2,1,16時,23
1,114,2,1,16時,30
1,114,2,1,16時,37
1,114,2,1,16時,45
1,114,2,1,16時,51
1,114,2,1,16時,57
1,114,2,1,17時,02
1,114,2,1,17時,07
1,114,2,1,17時,13
1,114,2,1,17時,18
1,114,2,1,17時,23
1,114,2,1,17時,28
1,114,2,1,17時,33
1,114,2,1,17時,38
1,114,2,1,17時,43
1,114,2,1,17時,49
1,114,2,1,17時,54
1,114,2,1,17時,59
1,114,2,1,18時,04
1,114,2,1,18時,09
1,114,2,1,18時,14
1,114,2,1,18時,20
1,114,2,1,18時,25
1,114,2,1,18時,30
1,114,2,1,18時,35
1,114,2,1,18時,40
1,114,2,1,18時,45
1,114,2,1,18時,50
1,114,2,1,18時,56
1,114,2,1,19時,01
1,114,2,1,19時,06
1,114,2,1,19時,11
1,114,2,1,19時,16
1,114,2,1,19時,21
1,114,2,1,19時,26
1,114,2,1,19時,31
1,114,2,1,19時,37
1,114,2,1,19時,42
1,114,2,1,19時,47
1,114,2,1,19時,53
1,114,2,1,19時,58
1,114,2,1,20時,04
1,114,2,1,20時,09
1,114,2,1,20時,16
1,114,2,1,20時,24
1,114,2,1,20時,32
1,114,2,1,20時,40
1,114,2,1,20時,48
1,114,2,1,20時,56
1,114,2,1,21時,04
1,114,2,1,21時,12
1,114,2,1,21時,20
1,114,2,1,21時,28
1,114,2,1,21時,36
1,114,2,1,21時,44
1,114,2,1,21時,52
1,114,2,1,22時,00
1,114,2,1,22時,08
1,114,2,1,22時,16
1,114,2,1,22時,24
1,114,2,1,22時,32
1,114,2,1,22時,41
1,114,2,1,22時,49
1,114,2,1,22時,57
1,114,2,1,23時,05
1,114,2,1,23時,13
1,114,2,1,23時,22
1,114,2,1,23時,30
1,114,2,1,23時,39
1,114,2,1,23時,49
1,114,2,1,23時,57
1,114,2,1,0時,05
1,114,2,1,0時,14
1,114,2,1,0時,22
1,114,2,2,6時,22
1,114,2,2,6時,32
1,114,2,2,6時,42
1,114,2,2,6時,52
1,114,2,2,7時,02
1,114,2,2,7時,11
1,114,2,2,7時,20
1,114,2,2,7時,27
1,114,2,2,7時,35
1,114,2,2,7時,42
1,114,2,2,7時,49
1,114,2,2,7時,55
1,114,2,2,8時,01
1,114,2,2,8時,07
1,114,2,2,8時,13
1,114,2,2,8時,19
1,114,2,2,8時,25
1,114,2,2,8時,31
1,114,2,2,8時,37
1,114,2,2,8時,43
1,114,2,2,8時,49
1,114,2,2,8時,54
1,114,2,2,9時,01
1,114,2,2,9時,07
1,114,2,2,9時,13
1,114,2,2,9時,19
1,114,2,2,9時,25
1,114,2,2,9時,32
1,114,2,2,9時,37
1,114,2,2,9時,43
1,114,2,2,9時,50
1,114,2,2,9時,57
1,114,2,2,10時,04
1,114,2,2,10時,11
1,114,2,2,10時,18
1,114,2,2,10時,25
1,114,2,2,10時,32
1,114,2,2,10時,39
1,114,2,2,10時,46
1,114,2,2,10時,53
1,114,2,2,11時,00
1,114,2,2,11時,07
1,114,2,2,11時,14
1,114,2,2,11時,21
1,114,2,2,11時,28
1,114,2,2,11時,35
1,114,2,2,11時,42
1,114,2,2,11時,49
